Date,City,Country,Latitude,Longitude,Max Temp (f),Humidity (%),Cloud Cover (%),Wind Speed (mph)
11/16/21,Palomares,MX,17.15,-95.0667,63.41,91,38,5.46
11/16/21,Port Lincoln,AU,-34.7333,135.8667,60.04,53,37,12.41
11/16/21,Sortland,NO,68.6949,15.4162,44.55,93,94,9.91
11/16/21,Usevya,TZ,-7.1,31.2333,77.23,53,100,7.61
11/16/21,Bridgewater,CA,44.3835,-64.5155,40.68,88,26,14.0
11/16/21,Buraidah,SA,26.326,43.975,66.65,35,5,12.64
11/16/21,Kulhudhuffushi,MV,6.6221,73.07,81.27,79,71,18.23
11/16/21,Zhigansk,RU,66.7697,123.3711,-24.09,100,91,0.51
11/16/21,Caohai,CN,26.8661,104.2841,40.21,92,100,3.83
11/16/21,Grand-Lahou,CI,5.1367,-5.0242,78.39,83,69,6.13
11/16/21,Aklavik,CA,68.2191,-135.0107,0.43,96,100,4.56
11/16/21,Debre Tabor,ET,11.85,38.0167,59.81,52,17,4.63
11/16/21,Nevşehir,TR,38.9167,34.6667,25.81,93,20,0.0
11/16/21,Verkhnevilyuysk,RU,63.4453,120.3167,3.6,96,99,4.0
11/16/21,Chul'man,RU,56.8479,124.9104,12.22,84,97,0.89
11/16/21,Shitkino,RU,56.3703,98.3543,29.3,86,98,11.59
11/16/21,Horsens,DK,55.8607,9.8503,44.76,86,98,4.72
11/16/21,Banda Aceh,ID,5.5577,95.3222,80.73,78,100,0.6
11/16/21,Chicama,PE,-7.8447,-79.1469,62.29,89,74,4.83
11/16/21,Kendari,ID,-3.945,122.4989,83.21,71,100,7.27
11/16/21,Kampong Thom,KH,12.7111,104.8887,85.6,71,80,10.45
11/16/21,Isfahan,IR,32.6572,51.6776,46.04,27,60,0.02
11/16/21,Bambanglipuro,ID,-7.95,110.2833,69.6,72,98,3.58
11/16/21,Nicoya,CR,10.1483,-85.452,76.55,92,4,1.25
11/16/21,Voskresenskoye,RU,56.8381,45.4317,24.08,87,99,13.82
11/16/21,Malakwal,PK,32.5536,73.2123,75.54,16,2,2.44
11/16/21,Camacha,PT,33.0833,-16.3333,63.36,72,20,5.75
11/16/21,Adrar,MR,20.5022,-10.0711,69.96,33,98,8.75
11/16/21,Toora-Khem,RU,52.4675,96.11,23.09,61,100,11.39
11/16/21,Praia da Vitória,PT,38.7333,-27.0667,66.45,88,20,14.09
11/16/21,Corrente,BR,-3.7367,-43.3394,72.07,97,37,3.06
11/16/21,Corcoran,US,36.098,-119.5604,56.44,59,98,5.7
11/16/21,Belmonte,BR,-15.8631,-38.8828,73.9,95,100,8.23
11/16/21,San Angelo,US,31.4638,-100.437,66.54,66,1,5.01
11/16/21,Shihezi,CN,44.3,86.0333,41.79,60,91,11.63
11/16/21,Vila Velha,BR,-20.3297,-40.2925,66.94,96,75,3.44
11/16/21,Conway,US,35.0887,-92.4421,61.7,95,75,0.0
11/16/21,Tolmachëvo,RU,54.9824,82.7363,17.42,85,75,4.47
11/16/21,Torbat-e Jām,IR,35.244,60.6225,54.27,30,99,1.57
11/16/21,Guánica,PR,17.9716,-66.908,77.32,81,27,1.01
11/16/21,Elmina,GH,5.0898,-1.348,78.57,84,44,5.97
11/16/21,Ambon City,ID,-3.6954,128.1814,87.94,70,40,9.22
11/16/21,Fostoria,US,41.157,-83.4169,34.9,88,93,1.99
11/16/21,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,25.32
11/16/21,Lorengau,PG,-2.0226,147.2712,84.11,68,95,4.07
11/16/21,Northam,GB,51.0333,-4.2167,53.1,97,100,8.43
11/16/21,Laas,IT,46.6166,10.7002,39.02,81,95,1.16
11/16/21,San Jose,US,37.3394,-121.895,60.42,88,90,0.0
11/16/21,Crestview,US,30.7621,-86.5705,57.24,93,1,0.0
11/16/21,Port Said,EG,31.2565,32.2841,67.98,88,22,3.44
11/16/21,Sosnovka,RU,56.255,51.2842,20.23,78,99,10.29
11/16/21,Santiago del Estero,AR,-27.7951,-64.2615,77.0,70,100,9.48
11/16/21,Krasnyy Chikoy,RU,50.3643,108.7512,35.04,45,100,1.95
11/16/21,Erzin,TR,36.9559,36.2,46.92,30,0,0.76
11/16/21,Auki,SB,-8.7676,160.7034,83.3,71,76,1.74
11/16/21,Lagunas,PE,-5.2269,-75.6753,73.74,92,99,2.19
11/16/21,Fare,PF,-16.7,-151.0167,81.16,75,88,9.19
11/16/21,Howard Springs,AU,-12.497,131.047,98.51,24,99,3.91
11/16/21,Kungurtug,RU,50.5994,97.5228,25.9,63,64,11.45
11/16/21,Hasaki,JP,35.7333,140.8333,61.2,79,79,22.1
11/16/21,Dubbo,AU,-32.25,148.6167,69.93,32,40,10.36
11/16/21,West Bay,KY,19.3667,-81.4167,79.07,87,88,5.99
11/16/21,Kieta,PG,-6.2167,155.6333,83.17,75,100,3.44
11/16/21,Ossora,RU,59.2353,163.0719,33.39,99,100,24.96
11/16/21,Plettenberg Bay,ZA,-34.0527,23.3716,63.86,83,100,8.81
11/16/21,Koster,ZA,-25.863,26.8976,73.9,46,0,16.64
11/16/21,Moncton,CA,46.1159,-64.8019,39.79,96,90,24.16
11/16/21,Gigmoto,PH,13.7796,124.39,82.54,83,89,9.04
11/16/21,Aranos,NA,-24.1333,19.1167,81.48,19,96,12.5
11/16/21,Olinda,BR,-8.0089,-34.8553,80.33,74,40,10.36
11/16/21,Bandarbeyla,SO,9.4942,50.8122,80.85,60,100,11.63
11/16/21,Tortolì,IT,39.9256,9.6572,55.22,82,40,6.91
11/16/21,Rock Sound,BS,24.9,-76.2,77.14,72,100,21.45
11/16/21,Chachapoyas,PE,-6.2317,-77.869,52.54,97,96,2.06
11/16/21,Zyryanka,RU,65.75,150.85,-9.29,100,69,1.68
11/16/21,Karratha,AU,-20.7377,116.8463,88.45,32,33,14.81
11/16/21,Ridgecrest,US,35.6225,-117.6709,61.61,26,75,3.44
11/16/21,Nemuro,JP,43.3236,145.575,46.83,62,46,16.89
11/16/21,Maumere,ID,-8.6199,122.2111,84.0,71,95,3.91
11/16/21,Brae,GB,60.3964,-1.353,49.91,87,100,28.25
11/16/21,Jati,PK,24.3539,68.2671,85.08,11,3,10.02
11/16/21,Berlevåg,NO,70.8578,29.0864,41.0,90,99,6.62
11/16/21,Berezovyy,RU,51.6667,135.7,22.06,59,0,3.65
11/16/21,San Policarpo,PH,12.1791,125.5072,82.42,82,67,11.81
11/16/21,Kharabali,RU,47.4196,47.2568,27.75,51,39,17.25
11/16/21,Mbuji-Mayi,CD,-6.15,23.6,72.9,89,97,4.03
11/16/21,Grindavik,IS,63.8424,-22.4338,36.07,93,75,18.41
11/16/21,Sitka,US,57.0531,-135.33,33.69,80,75,6.91
11/16/21,Agüimes,ES,27.9054,-15.4461,63.23,73,20,11.5
11/16/21,Port Hardy,CA,50.6996,-127.4199,41.0,93,40,8.05
11/16/21,Ozernovskiy,RU,51.5,156.5167,34.84,66,100,26.37
11/16/21,San Carlos,VE,9.6612,-68.5827,71.2,88,26,2.04
11/16/21,Dholka,IN,22.7167,72.4667,79.18,26,64,14.32
11/16/21,Nome,US,64.5011,-165.4064,3.27,67,1,0.0
11/16/21,Orange,US,33.7,-117.7675,70.68,66,90,0.0
11/16/21,Salekhard,RU,66.53,66.6019,1.13,94,90,5.44
11/16/21,Río Cuarto,AR,-33.1307,-64.3499,58.15,47,74,16.75
11/16/21,Celestún,MX,20.8667,-90.4,71.35,77,24,10.69
11/16/21,Lábrea,BR,-7.2586,-64.7981,74.17,99,100,1.48
11/16/21,Havøysund,NO,70.9963,24.6622,41.23,82,96,13.6
11/16/21,Maryborough,AU,-25.5333,152.7,83.77,43,12,8.41
11/16/21,Pundaguitan,PH,6.3711,126.1689,83.21,71,98,4.21
11/16/21,Zhangye,CN,38.9342,100.4517,41.36,21,98,6.91
11/16/21,Ketchikan,US,55.3422,-131.6461,36.07,87,75,0.0
11/16/21,Pak Phanang,TH,8.3511,100.202,89.62,72,97,8.95
11/16/21,Yangi Marg`ilon,UZ,40.4272,71.7189,47.12,53,18,2.3
11/16/21,Fairbanks,US,64.8378,-147.7164,-2.9,80,90,0.0
11/16/21,Lewistown,US,40.5992,-77.5714,36.81,75,1,9.22
11/16/21,Batagay-Alyta,RU,67.8006,130.4114,-15.11,89,85,4.81
11/16/21,Turukhansk,RU,65.8167,87.9833,-6.57,95,96,7.36
11/16/21,Talnakh,RU,69.4865,88.3972,2.12,95,100,11.39
11/16/21,La Rioja,ES,42.25,-2.5,44.49,85,98,4.97
11/16/21,Miles City,US,46.4083,-105.8406,58.51,53,1,9.22
11/16/21,Haines Junction,CA,60.7522,-137.5108,6.75,78,92,5.75
11/16/21,Barranca,PE,-10.75,-77.7667,62.31,88,100,6.91
11/16/21,Jasidih,IN,24.5167,86.65,78.93,37,28,5.21
11/16/21,Alice Springs,AU,-23.7,133.8833,83.75,16,1,8.05
11/16/21,Maţāy,EG,28.419,30.7792,66.83,71,11,6.87
11/16/21,Nanortalik,GL,60.1432,-45.2371,16.03,61,0,22.44
11/16/21,Paita,PE,-5.0892,-81.1144,62.85,85,56,9.66
11/16/21,Towada,JP,40.6127,141.2067,49.21,58,79,10.45
11/16/21,San Miguelito,PA,9.0333,-79.5,79.56,86,75,1.99
11/16/21,Nelson Bay,AU,-32.7167,152.15,68.11,52,3,4.0
11/16/21,Marquette,US,46.5333,-87.6335,28.36,90,25,3.6
11/16/21,Puerto Ayacucho,VE,5.6639,-67.6236,75.52,78,88,4.34
11/16/21,Terre Haute,US,39.4667,-87.4139,37.62,83,1,5.75
11/16/21,Geraldton,AU,-28.7667,114.6,75.61,46,75,14.97
11/16/21,Pitimbu,BR,-7.4706,-34.8086,79.39,79,15,12.44
11/16/21,Ostrovnoy,RU,68.0531,39.5131,28.78,94,100,3.36
11/16/21,Springfield,US,37.2153,-93.2982,54.55,76,1,1.99
11/16/21,Antiguo Morelos,MX,22.5495,-99.0812,66.45,91,7,1.52
11/16/21,Molo,KE,-0.2479,35.7374,59.92,70,93,5.88
11/16/21,Metaxades,GR,41.4204,26.225,50.38,76,94,12.55
11/16/21,Yilan,TW,24.757,121.753,83.08,69,84,5.08
11/16/21,Hobyo,SO,5.3505,48.5268,81.68,62,88,8.23
11/16/21,Imeni Poliny Osipenko,RU,52.4201,136.4853,12.61,83,8,3.29
11/16/21,Ayan,RU,56.45,138.1667,15.46,60,91,14.58
11/16/21,Port Macquarie,AU,-31.4333,152.9167,68.9,50,11,10.71
11/16/21,Bor,RU,56.3567,44.0669,28.33,89,98,15.23
11/16/21,Vao,NC,-22.6667,167.4833,76.77,73,8,12.21
11/16/21,Hokitika,NZ,-42.7167,170.9667,52.74,81,97,19.55
11/16/21,Lavrentiya,RU,65.5833,-171.0,14.59,87,96,7.31
11/16/21,Nanga Eboko,CM,4.6833,12.3667,69.19,98,99,0.6
11/16/21,Caravelas,BR,-17.7125,-39.2481,74.03,73,100,9.42
11/16/21,Seoul,KR,37.5683,126.9778,58.39,33,0,5.75
11/16/21,Pemangkat,ID,1.1667,108.9667,84.31,70,64,8.1
11/16/21,Saurimo,AO,-9.6608,20.3916,65.91,86,100,3.33
11/16/21,Pacific Grove,US,36.6177,-121.9166,61.61,91,1,1.01
11/16/21,Mount Isa,AU,-20.7333,139.5,89.37,11,15,9.22
11/16/21,Farap,TM,39.1704,63.6116,48.2,71,100,13.8
11/16/21,Adwa,ET,14.1646,38.8955,69.89,41,5,1.95
11/16/21,Bilibino,RU,68.0546,166.4372,10.42,94,100,3.74
11/16/21,Yulara,AU,-25.2406,130.9889,89.44,11,0,10.36
11/16/21,Mae Hong Son,TH,19.3003,97.9685,86.14,62,20,1.14
11/16/21,Alta Floresta,BR,-9.8756,-56.0861,70.54,99,100,2.66
11/16/21,Yuzhnyy,RU,53.2542,83.6936,25.18,80,75,11.18
11/16/21,Jalu,LY,29.0331,21.5482,65.61,82,100,9.08
11/16/21,Broome,US,42.2506,-75.833,35.83,77,75,3.0
11/16/21,Hamilton,US,39.1834,-84.5333,39.11,87,90,1.01
11/16/21,Walvis Bay,NA,-22.9575,14.5053,61.09,88,0,5.75
11/16/21,North Bend,US,43.4065,-124.2243,48.11,89,1,6.91
11/16/21,Daru,PG,-9.0763,143.2092,82.45,81,100,9.69
11/16/21,Srednekolymsk,RU,67.45,153.6833,-5.19,100,80,5.66
11/16/21,Khasan,RU,42.4308,130.6434,46.02,36,0,8.59
11/16/21,Tanete,ID,-3.9443,119.7848,75.97,95,100,2.37
11/16/21,Ilulissat,GL,69.2167,-51.1,-1.89,88,100,7.87
11/16/21,Salmās,IR,38.1973,44.7653,32.99,49,100,1.39
11/16/21,Hamza,UZ,40.4264,71.4956,48.15,41,21,4.56
11/16/21,Taoudenni,ML,22.6783,-3.9836,67.19,22,99,4.45
11/16/21,Miyazu,JP,35.5333,135.1833,57.4,65,90,5.46
11/16/21,Dalvik,IS,65.9702,-18.5286,35.53,77,57,11.81
11/16/21,Rome,US,43.2128,-75.4557,36.03,93,90,3.44
11/16/21,Nikel,RU,69.4128,30.222,35.78,92,97,9.8
11/16/21,Urucará,BR,-2.5364,-57.76,74.46,97,100,3.09
11/16/21,Novytsya,UA,48.9635,24.3354,38.73,94,13,8.23
11/16/21,Hambantota,LK,6.1241,81.1185,86.34,79,40,17.27
11/16/21,Tarancón,ES,40.0085,-3.0073,39.49,82,20,4.45
11/16/21,Shache,CN,38.4167,77.2406,45.48,24,0,5.17
11/16/21,Sangar,RU,63.9242,127.4739,-20.56,99,61,2.01
11/16/21,Carutapera,BR,-1.195,-46.02,78.08,81,54,7.36
11/16/21,Itaituba,BR,-4.2761,-55.9836,72.07,99,72,2.04
11/16/21,St. Pete Beach,US,27.7253,-82.7412,61.25,56,0,10.71
11/16/21,Xining,CN,36.6167,101.7667,37.45,32,99,1.66
11/16/21,Sabha,LY,27.0377,14.4283,61.79,55,0,4.88
11/16/21,Mlonggo,ID,-6.5333,110.7,85.89,66,100,3.56
11/16/21,Riviere-au-Renard,CA,48.9957,-64.3971,35.6,98,100,18.9
11/16/21,Sri Aman,MY,1.2376,111.4621,93.25,62,40,3.44
11/16/21,Beringovskiy,RU,63.05,179.3167,28.18,96,100,10.98
11/16/21,Mamaku,NZ,-38.1,176.0833,63.59,92,39,6.31
11/16/21,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,72.77,99,92,2.17
11/16/21,Terrace,CA,54.5163,-128.6035,31.91,100,75,2.3
11/16/21,Tipuani,BO,-15.5648,-68.0185,69.57,98,100,2.26
11/16/21,Aktash,RU,50.3,87.7333,8.67,59,84,4.94
11/16/21,Malayal,PH,7.208,121.942,89.4,78,73,3.31
11/16/21,Port Augusta,AU,-32.5,137.7667,78.71,32,4,12.57
11/16/21,Umluj,SA,25.0213,37.2685,77.23,54,0,9.06
11/16/21,Airai,TL,-8.9266,125.4092,72.66,56,69,5.14
11/16/21,Varhaug,NO,58.6147,5.6457,47.89,88,100,14.43
11/16/21,Lovozero,RU,68.005,35.0117,34.0,90,100,19.08
11/16/21,Olbia,IT,40.9214,9.4856,62.65,88,40,11.5
11/16/21,Lusambo,CD,-4.9667,23.45,71.62,95,96,2.3
11/16/21,Wenzhou,CN,27.9994,120.6668,63.86,68,99,1.7
11/16/21,Colombo,LK,6.9319,79.8478,80.55,82,73,11.65
11/16/21,Wewak,PG,-3.5534,143.6268,83.34,74,60,5.61
11/16/21,Vilhena,BR,-12.7406,-60.1458,68.5,99,99,5.37
11/16/21,Nangong,CN,37.3581,115.3744,55.44,51,0,2.24
11/16/21,Yeppoon,AU,-23.1333,150.7333,85.78,60,30,11.1
11/16/21,Tsabong,BW,-26.0217,22.401,84.96,13,1,8.34
11/16/21,Sørland,NO,67.667,12.6934,44.67,91,100,31.21
11/16/21,Hirara,JP,24.8,125.2833,78.66,61,40,14.97
11/16/21,Kehychivka,UA,49.2866,35.7615,24.39,83,33,5.82
11/16/21,Likasi,CD,-10.9814,26.7333,68.9,79,97,3.56
11/16/21,Maykor,RU,59.0059,55.88,21.78,78,100,15.26
11/16/21,College,US,64.8569,-147.8028,-0.45,77,90,0.0
11/16/21,Bhadrak,IN,21.0633,86.5054,82.78,60,35,9.69
11/16/21,Pangnirtung,CA,66.1451,-65.7125,3.0,71,79,5.82
11/16/21,Cooma,AU,-36.2333,149.1333,58.77,54,40,6.91
11/16/21,Turbat,PK,26.0023,63.044,79.03,13,5,9.42
11/16/21,Piaçabuçu,BR,-10.4056,-36.4344,75.7,84,45,9.91
11/16/21,Beloha,MG,-25.1667,45.05,82.31,51,36,8.12
11/16/21,Musoma,TZ,-1.5,33.8,74.41,55,97,7.0
11/16/21,Bahār,IR,34.9072,48.4414,45.9,74,99,6.62
11/16/21,Abu Samrah,SY,35.3029,37.1841,61.63,37,2,3.98
11/16/21,Weiser,US,44.251,-116.9693,59.02,52,100,10.83
11/16/21,Kloulklubed,PW,7.0419,134.2556,84.02,68,84,3.02
11/16/21,Hersbruck,DE,49.5125,11.4339,40.73,96,77,2.68
11/16/21,Camacupa,AO,-12.0167,17.4833,63.77,91,100,4.05
11/16/21,Inongo,CD,-1.95,18.2667,70.16,99,91,0.69
11/16/21,Villa Altagracia,DO,18.673,-70.171,76.12,93,20,2.98
11/16/21,Iskateley,RU,67.6803,53.1512,4.21,88,71,5.17
11/16/21,Benguela,AO,-12.5763,13.4055,77.95,85,97,2.93
11/16/21,Padang,ID,-0.9492,100.3543,87.85,57,62,5.91
11/16/21,Cabedelo,BR,-6.9811,-34.8339,79.47,78,21,12.35
11/16/21,Tikrit,IQ,34.6071,43.6782,68.95,24,100,2.13
11/16/21,Lázaro Cárdenas,MX,17.9583,-102.2,74.61,77,26,3.83
11/16/21,Buritis,BR,-15.6178,-46.4233,66.65,95,100,4.05
11/16/21,Aquiraz,BR,-3.9014,-38.3911,84.22,66,79,13.35
11/16/21,Gopālpur,IN,19.2667,84.9167,80.65,81,64,11.3
11/16/21,Limbe,CM,4.0242,9.2149,78.19,84,99,0.18
11/16/21,Corowa,AU,-36.0333,146.3833,63.41,52,4,12.62
11/16/21,Kemisē,ET,10.7167,39.8667,73.44,38,52,4.14
11/16/21,Itarema,BR,-2.9248,-39.9167,80.58,73,45,12.97
11/16/21,Kaoma,ZM,-14.7833,24.8,76.3,51,42,7.25
11/16/21,Roald,NO,62.5833,6.1333,52.72,66,75,25.32
11/16/21,Wote,KE,-1.7808,37.6288,71.08,72,99,3.53
11/16/21,Buxton,GB,53.2574,-1.9098,47.57,95,93,2.57
11/16/21,Waingapu,ID,-9.6567,120.2641,86.43,65,32,6.62
11/16/21,Mollendo,PE,-17.0231,-72.0147,62.85,85,100,6.26
11/16/21,Porangatu,BR,-13.4408,-49.1486,70.56,94,100,2.75
11/16/21,Sakakah,SA,29.9697,40.2064,54.97,29,14,6.85
11/16/21,Polson,US,47.6936,-114.1632,47.37,69,90,29.73
11/16/21,Kampot,KH,10.6167,104.1833,84.25,86,95,8.37
11/16/21,Port Moresby,PG,-9.4431,147.1797,78.22,94,75,17.27
11/16/21,Abilene,US,32.4487,-99.7331,68.49,57,1,4.0
11/16/21,Mpanda,TZ,-6.3655,31.0409,74.32,58,88,4.94
11/16/21,Rocha,UY,-34.4833,-54.3333,62.47,98,65,5.99
11/16/21,Tomatlán,MX,19.9333,-105.25,70.68,78,46,3.22
11/16/21,Huicungo,PE,-7.2833,-76.8,72.91,94,100,1.16
11/16/21,Birjand,IR,32.8663,59.2211,52.27,22,0,4.61
11/16/21,Saint Anthony,US,45.0205,-93.218,32.14,77,1,3.0
11/16/21,Sigli,ID,5.3848,95.9609,82.35,76,99,1.32
11/16/21,Challapata,BO,-18.9,-66.7667,52.25,39,100,4.43
11/16/21,Turgoyak,RU,55.15,60.1183,15.12,78,30,6.15
11/16/21,Flin Flon,CA,54.7682,-101.865,29.34,91,100,9.84
11/16/21,Vänersborg,SE,58.3807,12.3234,43.66,100,90,6.91
11/16/21,Gizo Government Station,SB,-8.103,156.8419,85.06,68,95,4.79
11/16/21,Itambacuri,BR,-18.0311,-41.685,62.01,97,94,2.08
11/16/21,Grand Gaube,MU,-20.0064,57.6608,82.38,62,36,8.99
11/16/21,Bowling Green,US,36.9903,-86.4436,42.75,81,1,0.0
11/16/21,Waipawa,NZ,-41.4122,175.5153,60.46,65,0,24.16
11/16/21,Biu,NG,10.6129,12.1946,71.33,24,100,5.12
11/16/21,Vila,PT,42.0304,-8.1588,43.93,87,94,4.32
11/16/21,Primo Tapia,MX,32.22,-116.9172,64.56,60,1,5.97
11/16/21,Arica,CL,-18.475,-70.3042,64.63,77,90,8.05
11/16/21,Kapuskasing,CA,49.4169,-82.4331,24.89,86,90,9.22
11/16/21,Reconquista,AR,-29.15,-59.65,72.48,86,30,2.48
11/16/21,Garissa,KE,-0.4536,39.6401,83.3,61,61,13.56
11/16/21,Abu Dhabi,AE,24.4667,54.3667,77.11,83,0,5.75
11/16/21,Jacksonville,US,30.3322,-81.6556,53.6,79,1,0.0
11/16/21,Dafeng,CN,23.4517,108.5881,67.84,78,100,2.89
11/16/21,Shiraz,IR,29.6036,52.5388,54.84,28,40,0.0
11/16/21,Krutinka,RU,56.0055,71.5113,14.72,88,100,12.82
